Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*(aaa)a*,"[aaaaabaaa, bbaaabaaa]","[bbaaabaaab, aaaaabaaab]"
(a|(b*bb))*,a*(bb)*,[bb],[ba]
(a*ba*b)*a*ba*,(bb)*(b),[b],[a]
(a|(b*bb))*,((a*bbb*a*)+(a*))*,"[abb, abba]",[aba]
(a|(b*bb))*,(bbb*a*)*|a*,"[bba, bb, a]",[ab]
(a|b)*(bab)(a|b)*,((ab)*)*bab((ab)*)*,[abab],"[aa, , a]"
0*10*(10*10*)*,0*1(0*10*1)*0,[],[100]
(0*10*10*)*|0*,0*(11)*(0*10*1(0*|11)*)0*,"[101110, 10111]","[10110, 1011]"
(a*ba*b)*a*ba*,(aa)*b(bb)*,[],"[, bb, ab, a]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100),"[00001, 000010]",[00000]
a(a|b)a(a|b)*,(aaa)*(aba+aaa)(a+b)*,[],"[aa, aab, abaaaaaba]"
0*10*(10*10*)*,0*1(11)*0,[10],"[100, 101]"
a(a|b)a(a|b)*,(aba(a+b)*)+(aaa(a+b)*),"[abaaaaabaaa, abaaaaabaabaabaaa, abaaaaabaabaaa]",[aa]
a+b,ab,[],[aa]
(a*ba*b)*a*ba*,(a)*(bb)*(b)(a)*(bb)*(a)*,"[babba, babb]","[baba, babbab]"
(a|(b*bb))*,(bb)*,[],"[a, b]"
(a|baa)*,(a)*(baa)*,[baa],[baaa]
(0|1)(0|1)*,0*1+0*1*0*|1*0+1*0*1*,"[0, 01, 1, 101, 0101, 01010, 1010, 10101, 010, 10]",[010101]
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*aaaa*,"[aaaaabaaa, bbaaabaaa]","[bbaaabaaab, aaaaabaaab]"
(a|baa)*,a*|a*baa+|baa+,[baa],[baab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110),[10],"[0, 10111]"
0*10*(10*10*)*,0*1(0*(11)*0*)*,[],"[110, 11]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(11)|(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"[000, 001]","[0000, 0011, 00011, 00111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(010)*|(101)*,"[01101, 010]",[00]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)|((a|b)a*ba)?,"[bba, bb, aba, ab]","[abaa, bbab]"
(a|(b*bb))*,(a*bbb*)*,[abb],[aba]
(0*10*10*)*|0*,0*(((10*)1)*),[11],[110]
(a*ba*b)*a*ba*,(a*ba*ba*b)|b,[abbb],[abbba]
(a|(b*bb))*,a*bba*,[bb],[ba]
(b|(a*aa))*,(b+(aa))*,[],"[a, b, ba]"
a(a|b)a(a|b)*,(aba)*(aaa+aba)(a+b)*(aba)*,"[aaaabaaaba, aaaabaaab]","[aaaabaaa, aaaabaabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11,"[00, 11]","[000, 111]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*b)*)?,[],"[abb, bba, aba, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*)),[],"[01, 010]"
(a|baa)*,a|baa,[a],"[aa, aba, ab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1+0)*)|(1+(0+1)*),"[01101, 010]",[0100]
(a|b)*baa(a|b)*b,a*b+a+a+b+,[baab],[baaba]
(a|(b*bb))*,(a|bb)*(a|bbb)*(a|bb)*,"[bbbabbabb, bbbabbabbb]","[bbbabbab, ba]"
(a*ba*b)*a*ba*,a*b(a*bb)*a*,[],"[bba, bb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110),"[0000010, 000001]",[000000]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0*1+))*|(0(1*0+))*,"[000, 00, 011, 0111]",[0001]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+(1+0+)*|1+(0+1+)*,[],"[01, 010]"
(a|(b*bb))*,(a*(bbb*)*),[bb],[ba]
(b|(a*aa))*,b*(aa)*b*,"[aa, aab]",[aaba]
(a|(b*bb))*,a*(a+bb)*a*,[],"[aba, ab]"
(0|10*1)*,(11)*,[],"[0, 1]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*,[],"[abb, bb, ab, a, b, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)*|(1+0*1+)(01)*,"[0110101, 010]",[0101]
(a|(b*bb))*,((bb)|a)*,[],"[b, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011),"[00001, 000010]",[00000]
(ab|ba)*,(ab)*(ba)*(ab)*,[abaab],"[aa, a]"
(a*ba*b)*a*ba*,((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"[aba, abbb]","[ababbbb, abab]"
(a|baa)*,a+(baa)*,[abaa],[abaaa]
(a*ba*b)*a*ba*,(a*b(a*bb)*a*|a*(a*bb)*a*b),[babbab],"[baba, bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(011*0)*|(100*1)*,"[01101, 010]",[00]
(a|b)*baa(a|b)*b,baa(b),[],[a]
(a|(b*bb))*,(a*(bb)b*)*,[abb],[aba]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100)|(1000101)|(1000110),"[0000010, 000001, 000001000, 00000100]",[000000]
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+aaa,"[bbaaa, aaaaa]",[]
0*10*(10*10*)*,0*1(11)+,[111],[10]
a*(ba*ba*ba*)*,((ba*)(ba*)(ba*))*,[bbb],[a]
(0|1)(0|1)*,0|1,"[0, 1]","[00, 11]"
(a*ba*b)*a*ba*,a*(bb)*a*b(bb)*a*,[ba],"[bababb, bab]"
(0*10*10*)*|0*,(0)*,[],[1]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*,[],"[011, 01]"
(a|(b*bb))*,(a|bb)*(a|bb)*,[],"[b, ba]"
0*10*(10*10*)*,[1]{3},[111],[0]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000),[000001],[000000]
(a*ba*b)*a*ba*,(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"[aba, abbb]",[abab]
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa,"[bbaaa, aaaaa]","[aaaaaa, bbaaab]"
0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"[01, 010110101]","[011, 0110110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*1*,[01101],"[011, 01]"
(a|baa)*,a*b(aa)+,[baa],[baab]
(a|(b*bb))*,(a*(bb+bbb)a*)*,"[abbbbb, abbbbba]",[aba]
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a+a+a+),"[bbaaa, aaaaa, aaaaaa, bbaaaa]",[]
0(0|1)*0,0+(1*0*)(0*1*)0+,[001010],[0010101]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"[00001, 000010]","[0000111101, 00000]"
(a*ba*b)*a*ba*,(a|(bb))*b[a]*,"[b, ba]",[bab]
(a|b)*baa(a|b)*b,(a|b)*baa(a*b+),[baab],[]
(0|10*1)*,(0|(11))*,[],"[1, 10]"
(a|(b*bb))*,(a|bbb)*,[],"[bb, b, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*,"[101, 1011]",[0]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101),"[000001, 000001110, 00000111]","[000000, 0000011111101, 0000011111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"[001101, 0010]",[00101]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0),"[00, 011]",[]
(b|(a*aa))*,b*(aaa*)*b*,"[aa, aab]",[aaba]
a(a|b)a(a|b)*,(aaa)|(aba)(a+b)*,[aaa],"[aaabaa, aaab, aaaa]"
a*(ba*ba*ba*)*,a*(ba*ba*b)*a*,"[bbba, bbb]",[bbbab]
0*10*(10*10*)*,0*10*(11)*11,[111],[110]
0(0|1)*0,0+(0*1*0*1*)0+,[001010],[0010101]
(a|baa)*,a*(ba{2}a*),[baa],[baab]
(a|b)*(bab)(a|b)*,aaaabab,[],[aaaaa]
(0|10*1)*,((0*10*1)*)|0*,[],[110]
(a|(b*bb))*,(a*bb+a*)*,"[abb, abba]",[aba]
b*a*,"b{0,}a{1,}",[a],[ab]
(0*10*10*)*|0*,(0?10*10*)*|0*,"[00, 011]",[001]
a*(ba*ba*ba*)*,((a*)b(a*)b(a*)b(a*))*,[abbb],[]
(a|(b*bb))*,(bb)*a,[a],"[aa, ab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),[],"[01, 010]"
(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"[bbb, ba]",[bab]
(a*ba*b)*a*ba*,(bb)*b,[b],[a]
(a|b)*baa(a|b)*b,(a|b)*baa+b*b,[baab],[]
(a*ba*b)*a*ba*,a*b(a|(bb))*,[],"[bba, bb]"
(0|1)(0|1)*,(0|1)((0+)(1+)),"[001, 101]","[0010, 1010]"
(a|baa)*,a+(baa)*|a+,[abaa],[abaaa]
(a|b)*baa(a|b)*b,(a|b)*(baa)b,[baab],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,[010],[0101]
(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"[000, 001]","[0000, 0011, 00011, 00111]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"[bbabb, bbabba]",[ba]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),[],"[bbabb, abaab, abaabb, abaa, bbabbb, bbab]"
b*a*,(a+)|(b+a+),[a],[ab]
b*a*,(b*a+)?,[a],[ab]
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,[],"[111, 1110]"
(a*ba*b)*a*ba*,(b)(a|bb)*,[b],[a]
(a|baa)*,(a)+(baa)+|(a)+,[abaa],[abaaa]
(a|(b*bb))*,a*(bb)*a*(bb)*a*,"[bbabb, bbabba]",[ba]
(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,[babb],[]
(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,[],"[bba, bb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0,"[00, 011]",[]
a+b,(ab),[],[aa]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"[000001, 000001011, 0000010110]","[000000, 000001111101]"
(a|(b*bb))*,(a)*bb(a)*,[bb],[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*,[0010],[00101]
(a*ba*b)*a*ba*,a*b(ba*b)*a*,"[b, ba]",[bab]
a(a|b)a(a|b)*,(aaa)+(aba),[aaaaba],"[aaaabab, aaaabaa]"
(0*10*10*)*|0*,(0*(11)*0*)*,[],"[1, 10]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"[bba, bb, aba, ab]","[abaa, bbab]"
(a|baa)*,a*b(aa)|a*,[baa],[baaa]
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)a{3},"[bbaaa, aaaaa]","[aaaaaa, bbaaab]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
(a*ba*b)*a*ba*,b(bb)*,[b],[a]
(a*ba*b)*a*ba*,a*a(a*ba*ba*)*ba*,[ab],[abb]
(a|baa)*,"a*b{1}a{2,}",[baa],[baab]
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(bb)*,[bbbabb],[bbbaba]
(a*ba*b)*a*ba*,a*ba*(ba*b)*(bb)*a*,"[bbba, bbb]",[bbbab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"[00010, 0001, 0001101]","[0001111010, 0000]"
(a|(b*bb))*,(a+bb)*,[],"[aba, ab, a]"
(ab|ba)*,ba,[],[a]
(a|(b*bb))*,(bbb+a)*,[],"[bb, a, b, bbb]"
(a|baa)*,baaa*,[baa],[a]
(a|(b*bb))*,((a*bbb*a*))*,"[abb, abba]",[aba]
(0*10*10*)*|0*,(0*10*1)*0,[],"[00, 001]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
001|1010|110,001|110,[001],"[000, 0011, 00111]"
(a*ba*b)*a*ba*,a*b(a)*(bb)*a*,"[bbba, bbb]",[bba]
b*a*,b*a*a+,[a],[ab]
(a|(b*bb))*,a*b*bbb*a*|a*,"[bba, bb]",[ba]
(0|1)(0|1)*,(1|0),"[0, 1]","[00, 11]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0(1*0)*,[],[01]
(a|(b*bb))*,(a*b(b+)a*)*,"[abb, abba]",[aba]
(0|1)(0|1)*,0+1,[01],"[011, 010]"
(0|1)(0|1)*,(01)*(01)+,[01],[00]
a(a|b)a(a|b)*,(aaa(a+b)*)|(aba(a+b)*),[],"[aaab, abaa, aaaa, abab]"
(0|1)(0|1)*,(0|1)(0*|1*),"[00, 0, 11, 01, 1, 10]","[001, 101]"
0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"[01, 0111]",[011]
(0*10*10*)*|0*,((0*10*1)*0)*,[],"[11, 1]"
(a|(b*bb))*,(a?)*(bb)*(a?)*,"[bba, bb]",[ba]
(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,[a],"[ab, aba]"
(a|b)*baa(a|b)*b,(b|a)*baa(b|a)b,[baaab],[baaabb]
(a|baa)*,"(a+b?a{2,})*",[aaabaa],[aaabaab]
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"[010111, 01011101101, 0101110]","[010110, 01011]"
(a*ba*b)*a*ba*,a*(bb)*ba*,[ba],[bab]
(ab|ba)*,(ba)*|(ab)*,"[ab, aba]",[aa]
(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa,"[bbaaa, aaaaa]",[]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111),"[000001, 000001110, 00000111]",[000000]
(ab|ba)*,(ab)*,[],"[aa, a]"
(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa,"[aaaaabbaaa, baaaabbaaa]","[aaaaab, baaaab]"
a(a|b)a(a|b)*,(aaa|aba)(a+b),"[abaab, aaaab]","[aaaaba, abaabb]"
(a|baa)*,a*|a*(baa+),[baa],[baab]
(0*10*10*)*|0*,(((10*)1)*)0*,[0],[01]
a(a|b)a(a|b)*,aaa+aba+a(a+b)*a(a+b)*,[aaaabaaaabaaba],"[aaaabaaaabab, aaaabaaaabaa]"
(0*10*10*)*|0*,(0*|0*110*)+,[],"[1, 10]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)ba)*(a|b)a*b)?,"[bab, aab]","[babba, babb, aaba, aabba]"
(a|baa)*,a*(baa)+a*,"[baaa, baa]",[baaab]
(a|(b*bb))*,(a*|(bb)*)*,[],"[b, ba]"
(a|(b*bb))*,(a*bb+)*,[abb],[aba]
0*10*(10*10*)*,0*(111)0*,[111],[10]
1*(01*01*01*01*)*,1*(1*01*01*01*0)*,[],[00001]
(0*10*10*)*|0*,11,[],[0]
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"[abbabbbb, abbabbbba]",[aba]
(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*a*b*)aaaa*,"[aaaaabaaabaaabaaa, bbaaabaaabaaabaaa]","[aaaaabaaabaaabaaab, bbaaabaaabaaabaaab]"
(a|b)*(bab)(a|b)*,(bab)+(ab)*,[babab],[a]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+0+)*)|((1+0+1+)*),"[01101, 010]",[0101]
(a|(b*bb))*,(a*bb*ba*)+(a*),"[bba, bb]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01+0)*0*)|(1*(10+1)*1*),"[0110111, 011011, 01000, 0100, 01101, 010]",[010001]
(a|(b*bb))*,((a*)+(bbb*))*,[abb],[aba]
0*10*(10*10*)*,0*1(11)*,[],"[11, 10]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001),[00001],"[0000111101, 00000]"
(a|baa)*,(a)*(baa)*a*,"[baaa, baa]",[baaab]
(a|baa)*,(a*(b{1}aa+)),[baa],[baab]
(a|b)*(bab)(a|b)*,(bab)+,[bab],[a]
(a*ba*b)*a*ba*,(a)*(b|ba)(a)*(bb)*(a)*,"[bbba, bbb]",[bba]
(0*10*10*)*|0*,(0)*(11)*((01|10)(01|10))*(10+1),"[010001, 0100010101101]","[0100011010110111, 0100011010110110, 01000110101101111, 01000110101101101, 010001101011011111, 0100010, 010001101011011]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"[bbbabba, bbbabb]",[bbbabbab]
(0*10*10*)*|0*,(0*(10*1))*,[],"[0, 01]"
(0*10*10*)*|0*,0*1(0+1),[101],[1010]
(a|baa)*,([a]*[b])?([a]{2}[a]*),[aabaa],[aabaab]
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*,"[bbba, bbb]",[bbbab]
(a*ba*b)*a*ba*,(a*ba*ba*)ba*,[bbb],[bbbb]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|b)a*b,"[bb, ab]","[abb, bbb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa+,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"[abbabbbbbbb, abbabbbbba, abbabbbbb]",[aba]
(a*ba*b)*a*ba*,(b(bb)*),[b],[a]
(a|(b*bb))*,a*b*bbb*a*,"[bba, bb]",[ba]
(0|10*1)*,(0*10*10*)|0*|(11)*,"[011, 011111]",[0111]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(1+0*1+)*|(0+1*0+)*,"[01101, 010]",[0101]
(0*10*10*)*|0*,(0*10*1)*|0*,[],[110]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*,[],"[0, 1]"
(0|10*1)*,0*(0*10*1)*,[],[110]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*),"[001101, 0010, 0011011]",[00101]
(a|baa)*,(baa+)*,[baa],[a]
(b|(a*aa))*,(aa+)*,[aa],[aab]
(b|(a*aa))*,(b*((aa)?))*,[],"[ab, a]"
(a*ba*b)*a*ba*,ba*(bb|a)*|a*b(bb|a)*,[],"[bba, bb]"
(a*ba*b)*a*ba*,(a)*b(a)*,[b],[bb]
(a*ba*b)*a*ba*,a*ba*((ab|ba|b)b)*a*,"[bbaba, bbabaa, bbab]",[bbaa]
(a|b)(a|b)+aaa+,a+b+aaa+,[abaaa],[abaaab]
(a*ba*b)*a*ba*,(a)*(b)(a)*(bb)*(a)*,"[bbba, bbb]",[bba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*|(1001),"[011001101, 011001]","[011, 01, 01001110]"
(a|b)*baa(a|b)*b,[ba]*[b]+[a]+[a]+[b]+,[baab],[]
(a|b)*baa(a|b)*b,a*b*(baa)a*b+,[baab],[baaba]
(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*)b*,"[aabaabaa, aabaabaab]",[aabaabaaba]
(a*ba*b)*a*ba*,a*b(a*ba*b)*a,[],[baa]
(a|b)*(bab)(a|b)*,(bab)+(a|b)*,[bab],[a]
(a|(b*bb))*,a*(bb*b)*a*,"[bba, bb]",[ba]
a(a|b)a(a|b)*,(aba(a+b)*)+aaa,[abaaaaabaaa],"[aa, abaaaaa]"
(a*ba*b)*a*ba*,a+b(a*ba*b)*a*,[ab],[abb]
(a|b)(a|b)+aaa+,b+a+(b|a)*aaa,[baaaa],[a]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*,"[0110111, 011011, 01101]","[011, 01]"
(a|b)*baa(a|b)*b,a*baaa*bb*(a*bb*)*,[baab],[baabb]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*|(0+1*0+)*,"[001101, 0010, 0011011]",[00101]
(a|baa)*,a*(baa),[baa],[baaa]
(a|baa)*,a*|baaa*,[a],"[ab, aba]"
(a|b)*baa(a|b)*b,(ab*)+(b+a+a)+(ab*)+(b),[abaaab],[abaaabb]
(0|10*1)*,0*(10*1)*0*,"[110, 11]",[1101]
(0*10*10*)*|0*,(0*10*10*),[11],[111]
(a|b)*baa(a|b)*b,(baa)+b,[baab],[a]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010),"[00001, 000010]","[000011111010, 00000, 00001111101]"
(0*10*10*)*|0*,0*00*0*00,[000],[0001]
0*(10*1)*0*,0*(101)*,[101],[100]
(a*ba*b)*a*ba*,a*b(a*|bb),"[bbb, ba]",[bab]
(a*ba*b)*a*ba*,(bb)*a*b,[ab],[aba]
ab*,ab,[],[aa]
(a|(b*bb))*,(a)*,[],[b]
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)aaa+,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
(a*ba*b)*a*ba*,a*ba*(a*ba*b)*,[],[bbba]
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)+aaaa*,"[bbaaa, aaaaa, aaaaaa, bbaaaa]",[]
(a|baa)*,(a*ba{2}a*)*,[abaa],[abaab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01),"[01, 0111]",[00]
(a|baa)*,a+|(baa)+,"[a, baa]",[ab]
(0|10*1)*,(0|(101)*)*,[],"[100, 1, 10]"
(0*10*10*)*|0*,(0)*(10*1)*((01|10)(01|10))*,[01001010111110101],"[0100100, 0100101011]"
(a*ba*b)*a*ba*,(a*ba*ba*)b,[bbb],[bbba]
(a*ba*b)*a*ba*,a*b(a|ba*b),[ba],"[bab, baa]"
